celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,exit_week,judge_total_score,judge_count,judge_std,week,max_week,is_eliminated,n_eliminated
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,5.0,0.0,4,0.0,6,11,0,1
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,8.0,38.0,4,0.5773502691896257,6,11,0,1
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,8.0,36.0,4,0.0,6,11,0,1
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,10.0,40.0,4,0.0,6,11,0,1
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,3.0,0.0,4,0.0,6,11,0,1
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,6.0,32.0,4,0.0,6,11,1,1
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,10.0,38.0,4,0.5773502691896257,6,11,0,1
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,1.0,0.0,4,0.0,6,11,0,1
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,3.0,0.0,4,0.0,6,11,0,1
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,5.0,0.0,4,0.0,6,11,0,1
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,5.0,0.0,4,0.0,6,11,0,1
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,9.0,34.0,4,0.5773502691896257,6,11,0,1
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,9.0,34.0,4,0.5773502691896257,6,11,0,1
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,10.0,34.0,4,0.5773502691896257,6,11,0,1
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,Eliminated Week 4,13,4.0,0.0,4,0.0,6,11,0,1
Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,Eliminated Week 6,10,6.0,32.0,4,0.0,6,11,1,1
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,7.0,34.0,4,0.5773502691896257,6,11,0,1
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,8.0,36.0,4,0.0,6,11,0,1
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,0.0,40.0,4,0.0,6,11,0,1
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,Eliminated Week 2,15,2.0,0.0,4,0.0,6,11,0,1
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,8.0,28.0,4,0.0,6,11,0,1
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,10.0,36.0,4,0.0,6,11,0,1
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,10.0,37.0,4,0.5,6,11,0,1
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,2.0,0.0,4,0.0,6,11,0,1
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,5.0,0.0,4,0.0,6,11,0,1
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,8.0,32.0,4,0.5,6,11,0,1
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,11.0,31.0,4,0.5,6,11,0,1
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,0.0,42.0,4,0.5,6,11,0,1
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,4.0,0.0,4,0.0,6,11,0,1
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,1.0,0.0,4,0.0,6,11,0,1
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,3.0,0.0,4,0.0,6,11,0,1
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,11.0,39.0,4,0.0,6,11,0,1
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,7.0,37.0,4,0.5,6,11,0,1
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,9.0,29.0,4,0.0,6,11,0,1
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,6.0,33.0,4,0.5,6,11,1,1
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,11.0,38.0,4,0.5,6,11,0,1
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,11.0,41.0,4,0.5,6,11,0,1
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,2.0,0.0,3,0.0,6,11,0,1
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,3.0,0.0,3,0.0,6,11,0,1
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,3.0,0.0,3,0.0,6,11,0,1
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,9.0,32.0,3,0.5773502691896257,6,11,0,1
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,7.0,31.0,3,0.5773502691896257,6,11,0,1
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,9.0,28.0,3,0.5773502691896257,6,11,0,1
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,9.0,28.0,3,0.5773502691896257,6,11,0,1
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,9.0,24.0,3,0.0,6,11,0,1
Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,Eliminated Week 2,12,2.0,0.0,3,0.0,6,11,0,1
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,4.0,0.0,3,0.0,6,11,0,1
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,5.0,0.0,3,0.0,6,11,0,1
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,6.0,31.0,3,0.5773502691896257,6,11,1,1
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,0.0,32.0,3,0.5773502691896257,6,11,0,1
Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,34,Eliminated Week 2,13,2.0,0.0,4,0.0,6,11,0,1
Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,8.0,36.0,4,0.0,6,11,0,1
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5th Place,5,11.0,36.0,4,0.0,6,11,0,1
Baron Davis,Britt Stewart,Athlete,California,United States,46,34,Eliminated Week 2,13,2.0,0.0,4,0.0,6,11,0,1
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3rd Place,3,11.0,39.0,4,0.5,6,11,0,1
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,Eliminated Week 9,7,9.0,27.0,4,0.5,6,11,0,1
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22,34,1st Place,1,0.0,36.0,4,0.0,6,11,0,1
Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,34,Eliminated Week 4,11,4.0,0.0,4,0.0,6,11,0,1
Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29,34,Eliminated Week 3,12,3.0,0.0,4,0.0,6,11,0,1
Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,34,Eliminated Week 6,10,6.0,28.0,4,0.0,6,11,1,1
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,34,2nd Place,2,11.0,35.0,4,0.5,6,11,0,1
Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,34,Eliminated Week 7,9,7.0,32.0,4,0.0,6,11,0,1
Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,34,Eliminated Week 10,6,10.0,39.0,4,0.5,6,11,0,1
Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,34,4th Place,4,11.0,32.0,4,0.0,6,11,0,1
John O'Hurley,Charlotte Jorgensen,Actor/Actress,Maine,United States,50,1,2nd Place,2,6.0,0.0,0,0.0,7,11,0,0
Kelly Monaco,Alec Mazo,Actor/Actress,Pennsylvania,United States,29,1,1st Place,1,0.0,0.0,0,0.0,7,11,0,0
Evander Holyfield,Edyta Sliwinska,Athlete,Alabama,United States,42,1,Eliminated Week 3,5,3.0,0.0,0,0.0,7,11,0,0
Rachel Hunter,Jonathan Roberts,Model,,New Zealand,35,1,Eliminated Week 4,4,4.0,0.0,0,0.0,7,11,0,0
Joey McIntyre,Ashly DelGrosso,Singer/Rapper,Massachusetts,United States,32,1,3rd Place,3,5.0,0.0,0,0.0,7,11,0,0
Trista Sutter,Louis van Amstel,TV Personality,Indiana,United States,32,1,Eliminated Week 2,6,2.0,0.0,0,0.0,7,11,0,0
Tatum O'Neal,Nick Kosovich,Actor/Actress,California,United States,42,2,Eliminated Week 2,9,2.0,0.0,3,0.0,7,11,0,1
Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,Hawaii,United States,39,2,Eliminated Week 5,6,5.0,0.0,3,0.0,7,11,0,1
George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,2,Eliminated Week 6,5,6.0,0.0,3,0.0,7,11,0,1
Lisa Rinna,Louis van Amstel,Actor/Actress,California,United States,42,2,Eliminated Week 7,4,7.0,26.5,3,0.2886751345948129,7,11,1,1
Stacy Keibler,Tony Dovolani,Athlete,Maryland,United States,26,2,3rd Place,3,8.0,27.5,3,0.2886751345948129,7,11,0,1
Jerry Rice,Anna Trebunskaya,Athlete,Mississippi,United States,43,2,2nd Place,2,8.0,20.5,3,0.28867513459481287,7,11,0,1
Giselle Fernandez,Jonathan Roberts,News Anchor,,Mexico,44,2,Eliminated Week 3,8,3.0,0.0,3,0.0,7,11,0,1
Master P,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,35,2,Eliminated Week 4,7,4.0,0.0,3,0.0,7,11,0,1
Drew Lachey,Cheryl Burke,Singer/Rapper,Ohio,United States,29,2,1st Place,1,0.0,27.5,3,0.2886751345948129,7,11,0,1
Kenny Mayne,Andrea Hale,Sports Broadcaster,Washington,United States,46,2,Eliminated Week 1,10,1.0,0.0,3,0.0,7,11,0,1
Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,3,Eliminated Week 3,9,3.0,0.0,3,0.0,7,11,0,1
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,4.0,0.0,3,0.0,7,11,0,1
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,8.0,27.0,3,0.0,7,11,0,1
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,9.0,28.5,3,0.5,7,11,0,1
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,10.0,28.0,3,0.2886751345948129,7,11,0,1
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1st Place,1,0.0,28.5,3,0.5,7,11,0,1
Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,3,Eliminated Week 2,10,2.0,0.0,3,0.0,7,11,0,1
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,5.0,0.0,3,0.0,7,11,0,1
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,5.0,0.0,3,0.0,7,11,0,1
Jerry Springer,Kym Johnson,TV Personality,,England,62,3,Eliminated Week 7,5,7.0,23.0,3,0.28867513459481287,7,11,1,1
Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,3,Eliminated Week 1,11,1.0,0.0,3,0.0,7,11,0,1
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,7.0,22.5,3,0.0,7,11,1,1
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,9.0,27.0,3,0.0,7,11,0,1
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,5.0,0.0,3,0.0,7,11,0,1
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,10.0,29.5,3,0.2886751345948129,7,11,0,1
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,0.0,27.0,3,0.5,7,11,0,1
Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,3.0,0.0,3,0.0,7,11,0,1
Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,4,Eliminated Week 2,11,2.0,0.0,3,0.0,7,11,0,1
Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,6.0,0.0,3,0.0,7,11,0,1
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,8.0,19.0,3,0.28867513459481287,7,11,0,1
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,10.0,29.5,3,0.2886751345948129,7,11,0,1
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,4.0,0.0,3,0.0,7,11,0,1
Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,5,Eliminated Week 8,5,8.0,25.5,3,0.0,7,11,0,1
Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,5,Eliminated Week 7,6,7.0,25.0,3,0.2886751345948129,7,11,1,1
Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,6.0,0.0,3,0.0,7,11,0,1
Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,9.0,26.5,3,0.5773502691896257,7,11,0,1
Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,5,Eliminated Week 4,9,4.0,0.0,3,0.0,7,11,0,1
Josie Maran,Alec Mazo,Model,California,United States,29,5,Eliminated Week 1,12,1.0,0.0,3,0.0,7,11,0,1
Albert Reed,Anna Trebunskaya,Model,Florida,United States,22,5,Eliminated Week 2,11,2.0,0.0,3,0.0,7,11,0,1
Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,0.0,26.0,3,0.2886751345948129,7,11,0,1
Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,10.0,27.0,3,0.0,7,11,0,1
Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,5,Eliminated Week 3,10,3.0,0.0,3,0.0,7,11,0,1
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,10.0,26.0,3,0.2886751345948129,7,11,0,1
Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,5.0,0.0,3,0.0,7,11,0,1
Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,10.0,23.0,3,0.28867513459481287,7,11,0,1
Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,3.0,0.0,3,0.0,7,11,0,1
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,5.0,0.0,3,0.0,7,11,0,1
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,6.0,0.0,3,0.0,7,11,0,1
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,7.0,25.5,3,0.0,7,11,1,1
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,9.0,26.0,3,0.2886751345948129,7,11,0,1
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,10.0,27.5,3,0.5773502691896257,7,11,0,1
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,0.0,27.0,3,0.8660254037844386,7,11,0,1
Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,2.0,0.0,3,0.0,7,11,0,1
Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,2.0,0.0,3,0.0,7,11,0,1
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,4.0,0.0,3,0.0,7,11,0,1
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,8.0,25.5,3,0.0,7,11,0,1
Ted McGinley,Inna Brayer,Actor/Actress,California,United States,50,7,Eliminated Week 1,12,1.0,0.0,3,0.0,7,11,0,1
Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,7,Eliminated Week 6,7,6.0,0.0,3,0.0,7,11,0,1
Susan Lucci,Tony Dovolani,Actor/Actress,New York,United States,61,7,Eliminated Week 7,6,7.0,24.0,3,0.0,7,11,1,1
Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,7,Eliminated Week 9,4,9.0,22.0,3,0.5773502691896258,7,11,0,1
Misty May-Treanor,Maksim Chmerkoskiy,Athlete,California,United States,31,7,Withdrew,10,2.0,0.0,3,0.0,7,11,0,1
Maurice Greene,Cheryl Burke,Athlete,Kansas,United States,34,7,Eliminated Week 8,5,8.0,25.0,3,0.5773502691896257,7,11,0,1
Warren Sapp,Kym Johnson,Athlete,Florida,United States,35,7,2nd Place,2,10.0,21.0,3,0.0,7,11,0,1
Jeffrey Ross,Edyta Sliwinska,Comedian,New Jersey,United States,43,7,Eliminated Week 1,13,1.0,0.0,3,0.0,7,11,0,1
Toni Braxton,Alec Mazo,Singer/Rapper,Maryland,United States,40,7,Eliminated Week 5,8,5.0,0.0,3,0.0,7,11,0,1
Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,7,3rd Place,3,10.0,25.0,3,1.1547005383792517,7,11,0,1
Kim Kardashian,Mark Ballas,TV Personality,California,United States,27,7,Eliminated Week 2,11,2.0,0.0,3,0.0,7,11,0,1
Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,7,Eliminated Week 4,9,4.0,0.0,3,0.0,7,11,0,1
Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,7,1st Place,1,0.0,30.0,3,0.0,7,11,0,1
Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2nd Place,2,11.0,27.0,3,0.0,7,11,0,1
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,3.0,0.0,3,0.0,7,11,0,1
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,5.0,0.0,3,0.0,7,11,0,1
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,7.0,21.0,3,0.0,7,11,1,1
Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,10.0,24.0,3,0.0,7,11,0,1
Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,0.0,28.0,3,0.5773502691896257,7,11,0,1
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,4.0,0.0,3,0.0,7,11,0,1
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,2.0,0.0,3,0.0,7,11,0,1
Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,8.0,27.0,3,0.0,7,11,0,1
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,9.0,26.0,3,0.5773502691896257,7,11,0,1
Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,Eliminated Week 6,8,6.0,0.0,3,0.0,7,11,0,1
Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,4.0,0.0,3,0.0,7,11,0,1
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,8,3rd Place,3,11.0,29.0,3,0.5773502691896257,7,11,0,1
Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,9,Eliminated Week 1,16,1.0,0.0,3,0.0,7,11,0,2
Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,9,Eliminated Week 3,12,3.0,0.0,3,0.0,7,11,0,2
Melissa Joan Hart,Mark Ballas,Actor/Actress,New York,United States,33,9,Eliminated Week 6,9,6.0,0.0,3,0.0,7,11,0,2
Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,9,Eliminated Week 7,6,7.0,21.5,3,0.28867513459481287,7,11,1,2
Chuck Liddell,Anna Trebunskaya,Athlete,California,United States,39,9,Eliminated Week 4,11,4.0,0.0,3,0.0,7,11,0,2
Natalie Coughlin,Alec Mazo,Athlete,California,United States,27,9,Eliminated Week 5,10,5.0,0.0,3,0.0,7,11,0,2
Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,9,Eliminated Week 6,8,6.0,0.0,3,0.0,7,11,0,2
Michael Irvin,Anna Demidova,Athlete,Florida,United States,43,9,Eliminated Week 7,7,7.0,23.5,3,0.28867513459481287,7,11,1,2
Joanna Krupa,Derek Hough,Model,,Poland,30,9,Eliminated Week 9,4,9.0,27.5,3,0.2886751345948129,7,11,0,2
Kathy Ireland,Tony Dovolani,Model,California,United States,46,9,Eliminated Week 2,14,2.0,0.0,3,0.0,7,11,0,2
Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,9,Withdrew,13,3.0,0.0,3,0.0,7,11,0,2
Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,9,Eliminated Week 1,15,1.0,0.0,3,0.0,7,11,0,2
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,9,Eliminated Week 8,5,8.0,26.5,3,0.2886751345948129,7,11,0,2
Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,9,2nd Place,2,10.0,24.5,3,0.5773502691896257,7,11,0,2
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,0.0,26.0,3,0.2886751345948129,7,11,0,2
Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,9,3rd Place,3,10.0,26.0,3,0.2886751345948129,7,11,0,2
Aiden Turner,Edyta Sliwinska,Actor/Actress,,England,32,10,Eliminated Week 4,9,4.0,0.0,3,0.0,7,11,0,1
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,2.0,0.0,3,0.0,7,11,0,1
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,8.0,24.5,3,0.2886751345948129,7,11,0,1
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,3.0,0.0,3,0.0,7,11,0,1
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,9.0,26.0,3,0.2886751345948129,7,11,0,1
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,10.0,27.0,3,0.0,7,11,0,1
Pamela Anderson,Damian Whitewood,Model,,Canada,42,10,Eliminated Week 7,6,7.0,25.5,3,0.0,7,11,1,1
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,0.0,27.0,3,0.0,7,11,0,1
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,10.0,25.5,3,0.0,7,11,0,1
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,5.0,0.0,3,0.0,7,11,0,1
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,6.0,0.0,3,0.0,7,11,0,1
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,Eliminated Week 1,12,1.0,0.0,4,0.0,7,11,0,1
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,5.0,0.0,4,0.0,7,11,0,1
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,10.0,33.5,4,0.47871355387816905,7,11,0,1
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,0.0,36.5,4,0.25,7,11,0,1
Rick Fox,Cheryl Burke,Athlete,,Canada,41,11,Eliminated Week 7,6,7.0,34.5,4,0.25,7,11,1,1
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,8.0,35.0,4,0.5,7,11,0,1
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,3.0,0.0,4,0.0,7,11,0,1
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,Eliminated Week 2,11,2.0,0.0,4,0.0,7,11,0,1
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,9.0,36.5,4,0.25,7,11,0,1
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,4.0,0.0,4,0.0,7,11,0,1
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,6.0,0.0,4,0.0,7,11,0,1
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,10.0,32.5,4,0.25,7,11,0,1
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,9.0,33.0,4,0.6454972243679028,7,11,0,1
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,10.0,32.0,4,0.408248290463863,7,11,0,1
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,10.0,30.0,4,0.5773502691896257,7,11,0,1
